1754444183.280794 server started (94692): version next-3.6, socket /tmp/tmux-1000/default, protocol 8
1754444183.280815 on Linux 6.1.0-37-amd64 #1 SMP PREEMPT_DYNAMIC Debian 6.1.140-1 (2025-05-22)
1754444183.280830 using libevent 2.1.12-stable poll
1754444183.280835 using ncurses 6.4 20221231
1754444183.282402 cmd_parse_build_commands 0:1: -N
1754444183.282405 cmd_parse_build_commands 0:2: Rename current session
1754444183.282407 cmd_parse_build_commands 0:3: $
1754444183.282410 cmd_parse_build_commands 0:4 0:0: command-prompt
1754444183.282412 cmd_parse_build_commands 0:4 0:1: -I#S
1754444183.282415 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1754444183.282417 cmd_parse_build_commands 0:4 0:2 0:1: --
1754444183.282420 cmd_parse_build_commands 0:4 0:2 0:2: %%
1754444183.282423 cmd_parse_build_commands 0:0: command-prompt
1754444183.282425 cmd_parse_build_commands 0:1: -I#S
1754444183.282428 cmd_parse_build_commands 0:2 0:0: rename-session
1754444183.282430 cmd_parse_build_commands 0:2 0:1: --
1754444183.282432 cmd_parse_build_commands 0:2 0:2: %%
1754444183.282435 cmd_parse_build_commands 0:0: rename-session
1754444183.282437 cmd_parse_build_commands 0:1: --
1754444183.282440 cmd_parse_build_commands 0:2: %%
1754444183.282443 args_parse_flags: next --
1754444183.282445 args_parse: flags end at 2 of 3
1754444183.282448 args_parse: 2 = %% (type STRING)
1754444183.282451 cmd_parse_build_commands: rename-session "%%"
1754444183.282453 args_parse_flags: next -I#S
1754444183.282456 args_parse_flag_argument: -I = #S
1754444183.282458 args_parse: flags end at 2 of 3
1754444183.282461 args_parse: 2 = rename-session "%%" (type COMMANDS)
1754444183.282466 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1754444183.282468 args_parse_flags: next -N
1754444183.282471 args_parse_flag_argument: -N = Rename current session
1754444183.282473 args_parse_flags: next $
1754444183.282475 args_parse: flags end at 3 of 5
1754444183.282477 args_parse: 3 = $ (type STRING)
1754444183.282481 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1754444183.282489 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1754444183.282496 cmdq_get_command: [bind-key/0x561adbeb5b50] group 62
1754444183.282499 cmdq_append <global>: [bind-key/0x561adbeb5b50]
1754444183.282501 yylex_token: end at WS
1754444183.282503 yylex_token: bind
1754444183.282506 yylex_token: end at WS
1754444183.282508 yylex_token: -N
1754444183.282511 yylex_token: end at WS
1754444183.282513 yylex_token: Split window horizontally
1754444183.282515 yylex_get_word: %
1754444183.282518 yylex_token: end at WS
1754444183.282520 yylex_token: split-window
1754444183.282522 yylex_token: end at WS
1754444183.282524 yylex_token: -h
1754444183.282527 cmd_parse_build_commands 0:0: bind
1754444183.282529 cmd_parse_build_commands 0:1: -N
1754444183.282532 cmd_parse_build_commands 0:2: Split window horizontally
1754444183.282534 cmd_parse_build_commands 0:3: %
1754444183.282537 cmd_parse_build_commands 0:4 0:0: split-window
1754444183.282539 cmd_parse_build_commands 0:4 0:1: -h
1754444183.282542 cmd_parse_build_commands 0:0: split-window
1754444183.282544 cmd_parse_build_commands 0:1: -h
1754444183.282548 args_parse_flags: next -h
1754444183.282550 args_parse_flags: -h
1754444183.282552 args_parse: flags end at 2 of 2
1754444183.282555 cmd_parse_build_commands: split-window -h
1754444183.282558 args_parse_flags: next -N
1754444183.282560 args_parse_flag_argument: -N = Split window horizontally
1754444183.282563 args_parse_flags: next %
1754444183.282565 args_parse: flags end at 3 of 5
1754444183.282567 args_parse: 3 = % (type STRING)
1754444183.282570 args_parse: 4 = split-window -h (type COMMANDS)
1754444183.282575 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1754444183.282578 cmdq_get_command: [bind-key/0x561adbeb60a0] group 74
1754444183.282580 cmdq_append <global>: [bind-key/0x561adbeb60a0]
1754444183.282583 yylex_token: end at WS
1754444183.282585 yylex_token: bind
1754444183.282587 yylex_token: end at WS
1754444183.282590 yylex_token: -N
1754444183.282592 yylex_token: end at WS
1754444183.282594 yylex_token: Kill current window
1754444183.282597 yylex_token: end at WS
1754444183.282599 yylex_token: &
1754444183.282601 yylex_token: end at WS
1754444183.282603 yylex_token: confirm-before
1754444183.282606 yylex_token: end at WS
1754444183.282608 yylex_token: -pkill-window #W? (y/n)
1754444183.282611 yylex_token: end at WS
1754444183.282613 yylex_token: kill-window
1754444183.282616 cmd_parse_build_commands 0:0: bind
1754444183.282618 cmd_parse_build_commands 0:1: -N
1754444183.282620 cmd_parse_build_commands 0:2: Kill current window
1754444183.282623 cmd_parse_build_commands 0:3: &
1754444183.282625 cmd_parse_build_commands 0:4 0:0: confirm-before
1754444183.282628 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1754444183.282630 cmd_parse_build_commands 0:4 0:2: kill-window
1754444183.282639 cmd_parse_build_commands 0:0: confirm-before
1754444183.282642 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1754444183.282644 cmd_parse_build_commands 0:2: kill-window
1754444183.282647 args_parse_flags: next -pkill-window #W? (y/n)
1754444183.282650 args_parse_flag_argument: -p = kill-window #W? (y/n)
1754444183.282652 args_parse_flags: next kill-window
1754444183.282655 args_parse: flags end at 2 of 3
1754444183.282657 args_parse: 2 = kill-window (type STRING)
1754444183.282661 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1754444183.282664 args_parse_flags: next -N
1754444183.282666 args_parse_flag_argument: -N = Kill current window
1754444183.282669 args_parse_flags: next &
1754444183.282671 args_parse: flags end at 3 of 5
1754444183.282673 args_parse: 3 = & (type STRING)
1754444183.282678 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1754444183.282683 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1754444183.282687 cmdq_get_command: [bind-key/0x561adbeb6b00] group 82
1754444183.282689 cmdq_append <global>: [bind-key/0x561adbeb6b00]
1754444183.282695 yylex_token: end at WS
1754444183.282698 yylex_token: bind
1754444183.282700 yylex_token: end at WS
1754444183.282702 yylex_token: -N
1754444183.282705 yylex_token: end at WS
1754444183.282707 yylex_token: Prompt for window index to select
1754444183.282709 yylex_token: end at WS
1754444183.282712 yylex_token: '
1754444183.282714 yylex_token: end at WS
1754444183.282716 yylex_token: command-prompt
1754444183.282719 yylex_token: end at WS
1754444183.282721 yylex_token: -T
1754444183.282723 yylex_token: end at WS
1754444183.282725 yylex_token: window-target
1754444183.282728 yylex_token: end at WS
1754444183.282730 yylex_token: -pindex
1754444183.282732 yylex_token: end at WS
1754444183.282735 yylex_token: select-window
1754444183.282737 yylex_token: end at WS
1754444183.282739 yylex_token: -t
1754444183.282741 yylex_token: end at WS
1754444183.282743 yylex_token: :%%
1754444183.282746 cmd_parse_build_commands 0:0: bind
1754444183.282748 cmd_parse_build_commands 0:1: -N
1754444183.282753 cmd_parse_build_commands 0:2: Prompt for window index to select
1754444183.282755 cmd_parse_build_commands 0:3: '
1754444183.282758 cmd_parse_build_commands 0:4 0:0: command-prompt
1754444183.282760 cmd_parse_build_commands 0:4 0:1: -T
1754444183.282763 cmd_parse_build_commands 0:4 0:2: window-target
1754444183.282765 cmd_parse_build_commands 0:4 0:3: -pindex
1754444183.282768 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1754444183.282770 cmd_parse_build_commands 0:4 0:4 0:1: -t
1754444183.282772 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1754444183.282775 cmd_parse_build_commands 0:0: command-prompt
1754444183.282778 cmd_parse_build_commands 0:1: -T
1754444183.282780 cmd_parse_build_commands 0:2: window-target
1754444183.282782 cmd_parse_build_commands 0:3: -pindex
1754444183.282785 cmd_parse_build_commands 0:4 0:0: select-window
1754444183.282787 cmd_parse_build_commands 0:4 0:1: -t
1754444183.282789 cmd_parse_build_commands 0:4 0:2: :%%
1754444183.282792 cmd_parse_build_commands 0:0: select-window
1754444183.282795 cmd_parse_build_commands 0:1: -t
1754444183.282797 cmd_parse_build_commands 0:2: :%%
1754444183.282800 args_parse_flags: next -t
1754444183.282803 args_parse_flag_argument: -t = :%%
1754444183.282805 args_parse: flags end at 3 of 3
1754444183.282808 cmd_parse_build_commands: select-window -t ":%%"
1754444183.282811 args_parse_flags: next -T
1754444183.282813 args_parse_flag_argument: -T = window-target
1754444183.282816 args_parse_flags: next -pindex
1754444183.282818 args_parse_flag_argument: -p = index
1754444183.282821 args_parse: flags end at 4 of 5
1754444183.282824 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1754444183.282829 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1754444183.282831 args_parse_flags: next -N
1754444183.282834 args_parse_flag_argument: -N = Prompt for window index to select
1754444183.282836 args_parse_flags: next '
1754444183.282838 args_parse: flags end at 3 of 5
1754444183.282841 args_parse: 3 = ' (type STRING)
1754444183.282845 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1754444183.282852 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1754444183.282857 cmdq_get_command: [bind-key/0x561adbeb7f20] group 90
1754444183.282860 cmdq_append <global>: [bind-key/0x561adbeb7f20]
1754444183.282862 yylex_token: end at WS
1754444183.282864 yylex_token: bind
1754444183.282867 yylex_token: end at WS
1754444183.282869 yylex_token: -N
1754444183.282871 yylex_token: end at WS
1754444183.282874 yylex_token: Switch to previous client
1754444183.282876 yylex_token: end at WS
1754444183.282878 yylex_token: (
1754444183.282880 yylex_token: end at WS
1754444183.282883 yylex_token: switch-client
1754444183.282885 yylex_token: end at WS
1754444183.282887 yylex_token: -p
1754444183.282890 cmd_parse_build_commands 0:0: bind
1754444183.282892 cmd_parse_build_commands 0:1: -N
1754444183.282897 cmd_parse_build_commands 0:2: Switch to previous client
1754444183.282900 cmd_parse_build_commands 0:3: (
1754444183.282902 cmd_parse_build_commands 0:4 0:0: switch-client
1754444183.282905 cmd_parse_build_commands 0:4 0:1: -p
1754444183.282908 cmd_parse_build_commands 0:0: switch-client
1754444183.282910 cmd_parse_build_commands 0:1: -p
1754444183.282913 args_parse_flags: next -p
1754444183.282916 args_parse_flags: -p
1754444183.282918 args_parse: flags end at 2 of 2
1754444183.282921 cmd_parse_build_commands: switch-client -p
1754444183.282923 args_parse_flags: next -N
1754444183.282926 args_parse_flag_argument: -N = Switch to previous client
1754444183.282928 args_parse_flags: next (
1754444183.282931 args_parse: flags end at 3 of 5
1754444183.282933 args_parse: 3 = ( (type STRING)
1754444183.282936 args_parse: 4 = switch-client -p (type COMMANDS)
1754444183.282940 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1754444183.282943 cmdq_get_command: [bind-key/0x561adbeb6da0] group 102
1754444183.282946 cmdq_append <global>: [bind-key/0x561adbeb6da0]
1754444183.282949 yylex_token: end at WS
1754444183.282951 yylex_token: bind
1754444183.282953 yylex_token: end at WS
1754444183.282955 yylex_token: -N
1754444183.282958 yylex_token: end at WS
1754444183.282960 yylex_token: Switch to next client
1754444183.282962 yylex_token: end at WS
1754444183.282965 yylex_token: )
1754444183.282976 yylex_token: end at WS
1754444183.282979 yylex_token: switch-client
1754444183.282981 yylex_token: end at WS
1754444183.282983 yylex_token: -n
1754444183.282986 cmd_parse_build_commands 0:0: bind
1754444183.282988 cmd_parse_build_commands 0:1: -N
1754444183.282990 cmd_parse_build_commands 0:2: Switch to next client
1754444183.282993 cmd_parse_build_commands 0:3: )
1754444183.282995 cmd_parse_build_commands 0:4 0:0: switch-client
1754444183.282997 cmd_parse_build_commands 0:4 0:1: -n
1754444183.283000 cmd_parse_build_commands 0:0: switch-client
1754444183.283003 cmd_parse_build_commands 0:1: -n
1754444183.283006 args_parse_flags: next -n
1754444183.283008 args_parse_flags: -n
1754444183.283011 args_parse: flags end at 2 of 2
1754444183.283014 cmd_parse_build_commands: switch-client -n
1754444183.283016 args_parse_flags: next -N
1754444183.283019 args_parse_flag_argument: -N = Switch to next client
1754444183.283021 args_parse_flags: next )
1754444183.283023 args_parse: flags end at 3 of 5
1754444183.283026 args_parse: 3 = ) (type STRING)
1754444183.283028 args_parse: 4 = switch-client -n (type COMMANDS)
1754444183.283033 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1754444183.283036 cmdq_get_command: [bind-key/0x561adbeb8510] group 110
1754444183.283039 cmdq_append <global>: [bind-key/0x561adbeb8510]
1754444183.283041 yylex_token: end at WS
1754444183.283043 yylex_token: bind
1754444183.283046 yylex_token: end at WS
1754444183.283048 yylex_token: -N
1754444183.283050 yylex_token: end at WS
1754444183.283052 yylex_token: Rename current window
1754444183.283055 yylex_token: end at WS
1754444183.283057 yylex_token: ,
1754444183.283059 yylex_token: end at WS
1754444183.283061 yylex_token: command-prompt
1754444183.283064 yylex_token: end at WS
1754444183.283066 yylex_token: -I#W
1754444183.283068 yylex_token: end at WS
1754444183.283070 yylex_token: rename-window
1754444183.283073 yylex_token: end at WS
1754444183.283075 yylex_token: --
1754444183.283077 yylex_token: end at WS
1754444183.283084 yylex_token: %%
1754444183.283087 cmd_parse_build_commands 0:0: bind
1754444183.283089 cmd_parse_build_commands 0:1: -N
1754444183.283091 cmd_parse_build_commands 0:2: Rename current window
1754444183.283094 cmd_parse_build_commands 0:3: ,
1754444183.283096 cmd_parse_build_commands 0:4 0:0: command-prompt
1754444183.283099 cmd_parse_build_commands 0:4 0:1: -I#W
1754444183.283101 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1754444183.283104 cmd_parse_build_commands 0:4 0:2 0:1: --
1754444183.283106 cmd_parse_build_commands 0:4 0:2 0:2: %%
1754444183.283109 cmd_parse_build_commands 0:0: command-prompt
1754444183.283115 cmd_parse_build_commands 0:1: -I#W
1754444183.283117 cmd_parse_build_commands 0:2 0:0: rename-window
1754444183.283120 cmd_parse_build_commands 0:2 0:1: --
1754444183.283122 cmd_parse_build_commands 0:2 0:2: %%
1754444183.283125 cmd_parse_build_commands 0:0: rename-window
1754444183.283127 cmd_parse_build_commands 0:1: --
1754444183.283129 cmd_parse_build_commands 0:2: %%
1754444183.283133 args_parse_flags: next --
1754444183.283135 args_parse: flags end at 2 of 3
1754444183.283137 args_parse: 2 = %% (type STRING)
1754444183.283140 cmd_parse_build_commands: rename-window "%%"
1754444183.283143 args_parse_flags: next -I#W
1754444183.283145 args_parse_flag_argument: -I = #W
1754444183.283148 args_parse: flags end at 2 of 3
1754444183.283151 args_parse: 2 = rename-window "%%" (type COMMANDS)
1754444183.283155 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1754444183.283157 args_parse_flags: next -N
1754444183.283160 args_parse_flag_argument: -N = Rename current window
1754444183.283162 args_parse_flags: next ,
1754444183.283164 args_parse: flags end at 3 of 5
1754444183.283167 args_parse: 3 = , (type STRING)
1754444183.283172 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1754444183.283178 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1754444183.283181 cmdq_get_command: [bind-key/0x561adbeb9210] group 118
1754444183.283184 cmdq_append <global>: [bind-key/0x561adbeb9210]
1754444183.283186 yylex_token: end at WS
1754444183.283188 yylex_token: bind
1754444183.283190 yylex_token: end at WS
1754444183.283192 yylex_token: -N
1754444183.283195 yylex_token: end at WS
1754444183.283198 yylex_token: Delete the most recent paste buffer
1754444183.283200 yylex_token: end at WS
1754444183.283202 yylex_token: -
1754444183.283204 yylex_token: end at WS
1754444183.283207 yylex_token: delete-buffer
1754444183.283209 cmd_parse_build_commands 0:0: bind
1754444183.283212 cmd_parse_build_commands 0:1: -N
1754444183.283214 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1754444183.283216 cmd_parse_build_commands 0:3: -
1754444183.283219 cmd_parse_build_commands 0:4 0:0: delete-buffer
1754444183.283222 cmd_parse_build_commands 0:0: delete-buffer
1754444183.283225 args_parse: flags end at 1 of 1
1754444183.283227 cmd_parse_build_commands: delete-buffer
1754444183.283230 args_parse_flags: next -N
1754444183.283232 args_parse_flag_argument: -N = Delete the most recent paste buffer
1754444183.283234 args_parse_flags: next -
1754444183.283237 args_parse: flags end at 3 of 5
1754444183.283239 args_parse: 3 = - (type STRING)
1754444183.283241 args_parse: 4 = delete-buffer (type COMMANDS)
1754444183.283246 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1754444183.283249 cmdq_get_command: [bind-key/0x561adbeb99c0] group 130
1754444183.283251 cmdq_append <global>: [bind-key/0x561adbeb99c0]
1754444183.283254 yylex_token: end at WS
1754444183.283256 yylex_token: bind
1754444183.283258 yylex_token: end at WS
1754444183.283260 yylex_token: -N
1754444183.283263 yylex_token: end at WS
1754444183.283265 yylex_token: Move the current window
1754444183.283268 yylex_token: end at WS
1754444183.283270 yylex_token: .
1754444183.283272 yylex_token: end at WS
1754444183.283274 yylex_token: command-prompt
1754444183.283276 yylex_token: end at WS
1754444183.283279 yylex_token: -T
1754444183.283281 yylex_token: end at WS
1754444183.283283 yylex_token: target
1754444183.283285 yylex_token: end at WS
1754444183.283288 yylex_token: move-window
1754444183.283290 yylex_token: end at WS
1754444183.283292 yylex_token: -t
1754444183.283294 yylex_token: end at WS
1754444183.283296 yylex_token: %%
1754444183.283299 cmd_parse_build_commands 0:0: bind
1754444183.283302 cmd_parse_build_commands 0:1: -N
1754444183.283304 cmd_parse_build_commands 0:2: Move the current window
1754444183.283307 cmd_parse_build_commands 0:3: .
1754444183.283309 cmd_parse_build_commands 0:4 0:0: command-prompt
1754444183.283314 cmd_parse_build_commands 0:4 0:1: -T
1754444183.283317 cmd_parse_build_commands 0:4 0:2: target
1754444183.283320 cmd_parse_build_commands 0:4 0:3 0:0: move-window
